,Name,Desc,rarity,img name icon,img full,img feature,season,tier,included in,promo,vbucks,price,challenge,style,set,type,status
732,Rescue Ring,Unsinkable.,EPIC,rescue-ring,null,null,0,0,Sun Tan Specialist,null,0,0.00,null,null,Rescue Patrol Set,BACKBLING,RELEASED
733,Resonator,Swing with frequency,EPIC,resonator,null,null,0,0,null,Xbox One S Bundle,0,0.00,null,null,Eon Set,HARVESTINGTOOL,RELEASED
734,Respect,For worthy combatants,UNCOMMON,respect,null,null,4,54,null,null,0,0.00,null,null,null,DANCE,RELEASED
735,Response Unit,Send a message.,RARE,response-unit,null,null,0,0,Reflex,GeForce Bundle,0,0.00,null,null,null,BACKBLING,RELEASED
736,Retribution,I will overpower. I will prevail. I will reign.,UNCOMMON,retribution,retribution,null,0,0,null,null,0,0.00,Blockbuster Challenges,null,Blockbuster Set,LOADINGSCREEN,RELEASED
737,Retro Sci-Fi,Freefall in style.,RARE,retro-sci-fi,null,null,4,20,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
738,Retrofit,Modification required…,UNCOMMON,retrofit,retrofit,null,0,0,null,null,0,0.00,Blockbuster Challenges,null,null,LOADINGSCREEN,RELEASED
739,Rex,Hunting the competition to extinction.,LEGENDARY,rex,rex,rex,0,0,null,null,2000,0.00,null,null,null,OUTFIT,RELEASED
740,Rex,Concept art,UNCOMMON,rex,rex,null,4,12,null,null,0,0.00,null,null,Dino Guard Set,LOADINGSCREEN,RELEASED
741,Rhinestone Rider,Glide by the seat of your pants.,UNCOMMON,rhinestone-rider,null,null,0,0,null,null,500,0.00,null,null,Sharp Style Set,GLIDER,RELEASED
742,Rickety Runner,Who says penguins can't fly?,EPIC,rickety-runner,null,null,7,79,null,null,0,0.00,null,null,Mountain Myths Set,GLIDER,RELEASED
743,Ride the Pony,Express yourself on the battlefield.,RARE,ride-the-pony,null,null,2,20,null,null,0,0.00,null,null,null,DANCE,RELEASED
744,Rift Edge,Piercing through the dimensional plane.,EPIC,rift-edge,null,null,0,0,null,null,0,0.00,Drift Challenges,null,Drift Set,HARVESTINGTOOL,RELEASED
745,Riot,Defending the pre-post-punk-post-hardcore scene.,RARE,riot,null,riot,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
746,RIP,Express yourself on the battlefield.,UNCOMMON,rip,null,null,2,12,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
747,Road Flair,Built for the road.,RARE,road-flair,null,null,0,0,Chopper,null,0,0.00,null,null,Biker Brigade Set,BACKBLING,RELEASED
748,Road Ready,Two-wheel toolkit,RARE,road-ready,null,null,0,0,Backbone,null,0,0.00,null,null,Biker Brigade Set,BACKBLING,RELEASED
749,Road Trip,What better place to start than a giant hilltop burger? We convinced a new friend to join us as well.,UNCOMMON,road-trip,road-trip,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
750,Roadtrip,Never miss a battle snack with the world's ﬁrst picnic-ready glider.,UNCOMMON,roadtrip,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
751,Rock Out,Are you ready to rock?!,EPIC,rock-out,null,null,0,0,null,null,800,0.00,null,null,Volume 11 Set,DANCE,RELEASED
752,Rock Paper Scissors,Best out of three.,UNCOMMON,rock-paper-scissors,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
753,Rocket Ride,Express yourself on the battlefield.,UNCOMMON,rocket-ride,null,null,3,22,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
754,Rocket Rodeo,Hang on tight!,EPIC,rocket-rodeo,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
755,Rocket Spinner,Don't try this at home,RARE,rocket-spinner,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
756,Rogue Agent,Agent Status: Unknown,EPIC,rogue-agent,rogue-agent,rogue-agent,0,0,null,Fortnite Starter Pack,0,4.99,null,null,Black Vector Set,OUTFIT,RELEASED
757,Rook,Promoted from desk jockey to field agent.,EPIC,rook,null,null,5,87,null,null,0,0.00,null,null,null,OUTFIT,RELEASED
758,Rosa,Celebrate the unknown. Reactive: Glows in the dark.,EPIC,rosa,null,rosa,0,0,null,null,1500,0.00,null,null,Muertos Set,OUTFIT,RELEASED
759,Rose Team Leader,Stop and smell the victory.,LEGENDARY,rose-team-leader,null,null,0,0,null,Save The World Founder's Pack,0,0.00,null,null,null,OUTFIT,RELEASED
760,Rotor,Calibrated to maximize airflow,EPIC,rotor,null,null,0,0,null,Nintendo Switch Bundle,0,0.00,null,null,Double Helix Set,GLIDER,RELEASED
761,Royal Stroll,Leave your mark.,UNCOMMON,royal-stroll,null,null,4,48,null,null,0,0.00,null,null,null,SPRAY,RELEASED
762,Royale Air,Don't forget your lift ticket,UNCOMMON,royale-air,null,null,7,30,null,null,0,0.00,null,null,Powder Patrol Set,GLIDER,RELEASED
763,Royale Bomber,Searching for a target-rich enviroment.,EPIC,royale-bomber,null,null,0,0,null,Playstation 4 Fortnite Bundle,0,0.00,null,null,null,OUTFIT,RELEASED
764,Royale Dragon,Ride the Dragon!,LEGENDARY,royale-dragon,null,null,0,0,null,null,2000,0.00,null,null,null,GLIDER,RELEASED
765,Royale Flags,Let your royale flag fly.,LEGENDARY,royale-flags,null,null,0,0,Wukong,null,0,0.00,null,null,Wukong Set,BACKBLING,RELEASED
766,Royale Knight,The dauntless champion of Tomato Town.,RARE,royale-knight,royale-knight,royale-knight,2,21,null,null,0,0.00,null,null,Fort Knights Set,OUTFIT,RELEASED
767,Royale Shield,A royal shield.,RARE,royal-shield,null,null,0,0,Royale Knight,null,0,0.00,null,null,Fort Knights Set,BACKBLING,RELEASED
768,Royale X,State of the art combat glider.,UNCOMMON,royale-x,null,null,2,42,null,null,0,0.00,null,null,Storm Fusion Set,GLIDER,RELEASED
769,Runic,Freefall in style.,RARE,runic,null,null,5,36,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
770,Running Man,The challenge is to never stop running.,RARE,running-man,null,null,6,31,null,null,0,0.00,null,null,null,DANCE,RELEASED
771,Rush,Just keep running.,EPIC,rush,null,rush,0,0,null,null,1500,0.00,null,Nation Football League Team Style,Fourth Down,OUTFIT,RELEASED
772,Rush,It's a rush.,UNCOMMON,rush,null,null,0,0,null,null,0,0.00,null,null,null,GLIDER,UNRELEASED
773,Rust Bucket,Got a screw loose? It's probably in here.,EPIC,rust-bucket,null,null,0,0,null,null,0,0.00,null,null,Storm Scavenger Set,BACKBLING,RELEASED
774,Rust Lord,King of the scrap heap.,EPIC,rust-lord,rust-lord,null,3,23,null,null,0,0.00,null,null,Storm Scavenger Set,OUTFIT,RELEASED
775,Rusty Rider,Finely crafted from twisted wreckage,EPIC,rusty-rider,null,null,0,0,null,null,1200,0.00,null,null,Storm Scavenger Set,GLIDER,RELEASED
776,Salty,Express yourself on the battlefield.,UNCOMMON,salty,null,null,2,54,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
777,Salute,At ease!,UNCOMMON,salute,null,null,3,10,null,null,0,0.00,null,null,null,DANCE,RELEASED
778,Sanctum,Bestill your beating heart.,EPIC,sanctum,null,sanctum,0,0,null,null,1500,0.00,null,null,Nite Coven Set,OUTFIT,RELEASED
779,Sash Sergeant,Set up camp and start a firefight.,RARE,sash-sergeant,sash-sergeant,null,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
780,Sashimono,Storied sigil.,LEGENDARY,sashimono,null,null,0,0,Musha,null,0,0.00,null,null,Bushido Set,BACKBLING,RELEASED
781,Sawtooth,Hack your way to victory,RARE,sawtooth,null,null,3,7,null,null,0,0.00,null,null,Storm Scavenger Set,HARVESTINGTOOL,RELEASED
782,Scales,A scaly sidekick.,EPIC,scales,null,null,6,43,null,null,0,0.00,null,Scales Style,null,PET,RELEASED
783,Scaly,Rough around the edges,LEGENDARY,scaly,null,null,0,0,Rex,null,0,0.00,null,null,Dino Guard Set,BACKBLING,RELEASED
784,Scarlet Defender,Poised for victory.,UNCOMMON,scarlet-defender,scarlet-defender,scarlet-defender,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
785,Scope Satchel,Geared for long distance.,RARE,scope-satchel,null,null,0,0,Longshot,null,0,0.00,null,null,Ranged Recon Set,BACKBLING,RELEASED
786,Scorpion,Beware the stinger.,UNCOMMON,scorpion,scorpion,scorpion,0,0,null,null,800,0.00,null,null,Advanced Forces Set,OUTFIT,RELEASED
787,Scoundrel,Moisty's most wanted.,EPIC,scoundrel,scoundrel,scoundrel,0,0,null,null,1500,0.00,null,null,Jailbird Set,OUTFIT,RELEASED
788,Scourge,Seeking the cure.,EPIC,scourge,null,scourge,0,0,null,null,1500,0.00,null,null,Grim Medicine Set,OUTFIT,RELEASED
789,Scout,Uncommon scout outfit.,UNCOMMON,scout,scout,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
790,Scrambler,Mix it up.,UNCOMMON,scrambler,null,null,0,0,null,null,500,0.00,null,null,Fowl Play Set,HARVESTINGTOOL,RELEASED
791,Servo,Prototype compound glider.,EPIC,servo,null,null,0,0,null,null,1200,0.00,null,null,Archetype Set,GLIDER,RELEASED
792,Sgt Green Clover,Good luck out there!,UNCOMMON,sgt-green-clover,sgt-green-clover,sgt-green-clover,0,0,null,null,800,0.00,null,null,Green Clover Set,OUTFIT,RELEASED
793,Sgt. Winter,Concept art for Sgt.Winter styles.,UNCOMMON,sgt-winter,sgt-winter,null,7,22,null,null,0,0.00,null,null,Sgt. Winter Set,LOADINGSCREEN,RELEASED
794,Sgt. Winter,You don't want to be on his list.,EPIC,sgt-winter,null,null,7,23,null,null,0,0.00,null,Sgt. Winter Style,Sgt. Winter Set,OUTFIT,RELEASED
795,Sgt. Winter,Leave your mark.,UNCOMMON,sgt-winter,null,null,7,26,null,null,0,0.00,null,null,Sgt. Winter Set,SPRAY,RELEASED
796,Shackled Stone,Keep it contained.,LEGENDARY,shackled-stone,null,null,0,0,Deadfire,null,0,0.00,null,null,Western Wilds Set,BACKBLING,RELEASED
797,Shade,Stay cool.,EPIC,shade,shade,shade,0,0,null,null,1500,0.00,null,null,Cobra Crew Set,OUTFIT,RELEASED
798,Shadow Ops,You didn't see a thing.,EPIC,shadow-ops,shadow-ops,shadow-ops,0,0,null,null,1500,0.00,null,null,Stealth Syndicate Set,OUTFIT,RELEASED
799,Shadow Ops,Leave your mark.,UNCOMMON,shadow-ops,null,null,4,99,null,null,0,0.00,null,null,null,SPRAY,RELEASED
800,Shadow Puppet,Play in the light.,EPIC,shadow-puppet,null,null,0,0,null,null,1200,0.00,null,null,Hacivat Set,GLIDER,RELEASED
801,Shark Fin,Foreboding.,LEGENDARY,shark-fin,null,null,0,0,Chomp Sr.,null,0,0.00,null,null,Chomp Set,BACKBLING,RELEASED
802,Shimmer,Bordering on excessive levels of ass,RARE,shimmer,null,null,7,31,null,null,0,0.00,null,null,null,DANCE,RELEASED
803,Shiro,Nyan!,LEGENDARY,shiro,null,null,0,0,Hime,null,0,0.00,null,null,Bushido Set,BACKBLING,RELEASED
804,Shogun,Suited for the ultimate showdown.,LEGENDARY,shogun,null,shogun,0,0,null,null,2000,0.00,null,null,Shogun Set,OUTFIT,RELEASED
805,Shooting Star,Freefall in style.,RARE,shooting-star,null,null,4,84,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
806,Showdown,"In the ultimate battle of good versus evil, who will prevail?",UNCOMMON,showdown,showdown,null,0,0,null,null,0,0.00,Blockbuster Challenges,null,Blockbuster Set,LOADINGSCREEN,RELEASED
807,Showstopper,Pull out all the stops,RARE,showstopper,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
808,Sight Sling,Expertly sighted.,RARE,sight-sling,null,null,0,0,Insight,null,0,0.00,null,null,Ranged Recon Set,BACKBLING,RELEASED
809,Signing Back In,The motel staff promised us a quiet stay without disturbance. Zero stars.,,signing-back-in,signing-back-in,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
810,Silver Fang,Loyal. Brave. Very Sharp.,RARE,silver-fang,null,null,0,0,null,null,800,0.00,null,null,Laoch Set,HARVESTINGTOOL,RELEASED
811,Sir Glider the Brave,First of his name.,UNCOMMON,sir-glider-the-brave,null,null,2,35,null,null,0,0.00,null,null,Fort Knights Set,GLIDER,RELEASED
812,Six String,Tuned for mayhem.,LEGENDARY,six-string,null,null,0,0,Power Chord,null,0,0.00,null,null,Volume 11 Set,BACKBLING,RELEASED
813,Six String Striker,Now taking requests.,EPIC,six-string-striker,null,null,0,0,null,null,1200,0.00,null,null,Muertos Set,HARVESTINGTOOL,RELEASED
814,Ski Boot,Give 'em the boot,RARE,ski-boot,null,null,0,0,null,null,800,0.00,null,null,Winter Ski Set,HARVESTINGTOOL,RELEASED
815,Skirmish,Stay in the fight!,LEGENDARY,skirmish,null,null,0,0,Rose Team Leader,Save The World Founder's Pack,0,0.00,null,null,null,BACKBLING,RELEASED
816,Skull & Beard,Leave your mark.,UNCOMMON,skull-and-beard,null,null,5,99,null,null,0,0.00,null,null,null,SPRAY,RELEASED
817,Skull Ranger,She's got a bone to pick.,RARE,skull-ranger,null,skull-ranger,0,0,null,null,0,0.00,null,Skull Ranger Style,Skull Squad Set,OUTFIT,RELEASED
818,Skull Sickle,Skeleton's choice.,EPIC,skull-sickle,null,null,0,0,null,null,1200,0.00,null,null,Skull Squad Set,HARVESTINGTOOL,RELEASED
819,Skull Squad,Concept art for the Skull Squad set,UNCOMMON,skull-squad,skull-squad,null,7,90,null,null,0,0.00,null,null,Skull Squad Set,LOADINGSCREEN,RELEASED
820,Skull Trooper,A black and white skull costume.,EPIC,skull-trooper,skull-trooper,skull-trooper,0,0,null,null,1200,0.00,null,Skull Trooper Style,Skull Squad Set,OUTFIT,RELEASED
821,Sky Stalker,Barrel roll through the competition.,LEGENDARY,sky-stalker,sky-stalker,sky-stalker,0,0,null,null,2000,0.00,null,null,Sky Stalker Set,OUTFIT,RELEASED
822,Slam Dunk,It's a… slam dunk.,RARE,slam-dunk,null,null,0,0,null,null,800,0.00,null,null,Half Court Set,HARVESTINGTOOL,RELEASED
823,Slashed,For narrow escapes.,UNCOMMON,slashed,null,null,0,0,null,null,800,0.00,null,null,null,BACKBLING,RELEASED
824,Sledgehammer,Demolish the competition.,EPIC,sledgehammer,null,null,5,71,null,null,0,0.00,null,null,Advanced Forces Set,OUTFIT,RELEASED
825,Sleuth,This detective is on the case.,EPIC,sleuth,sleuth,sleuth,0,0,null,null,1500,0.00,null,null,Hardboiled Set,OUTFIT,RELEASED
826,Slipstream,Get right down to business.,EPIC,slipstream,null,null,0,0,null,Twitch Prime,0,0.00,null,null,null,GLIDER,RELEASED
827,Slitherin',Undeniably Hypnotic,RARE,slitherin,null,null,6,63,null,null,0,0.00,null,null,null,DANCE,RELEASED
828,Slow Clap,Slowly clap your hands.,UNCOMMON,slow-clap,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
829,Smash Up ,When destruction meets harmoney,RARE,smash-up,null,null,6,15,null,null,0,0.00,null,null,Twin Turntables Set,HARVESTINGTOOL,RELEASED
830,Smooth Moves,Make them swoon,EPIC,smooth-moves,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
831,Snap,Make it snappy,UNCOMMON,snap,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
832,Snorkel Ops,Diving head first into the fight.,RARE,snorkel-ops,snorkel-ops,null,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
833,Snow Squall,Unleash winter's icy wrath.,UNCOMMON,snow-squall,null,null,0,0,null,null,500,0.00,null,null,Arctic Command Set,GLIDER,RELEASED
834,Snowflake,A victory umbrella handcrafted from locally sourced snowflakes.,COMMON,snowflake,null,null,0,0,null,null,0,0.00,Victory Season 2,null,null,GLIDER,RELEASED
835,Snowflakes,Consistently Unique,RARE,snowflakes,null,null,7,6,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
836,Solid Strider,Hit your stride.,UNCOMMON,solid-strider,null,null,0,0,null,null,500,0.00,null,null,Solid Steel Set,GLIDER,RELEASED
837,Solo Showdown,Leave your mark.,UNCOMMON,solo-showdown,null,null,0,0,null,null,0,0.00,Solo Showdown,null,null,SPRAY,RELEASED
838,Something Stinks,Whoever smelt it.,RARE,something-stinks,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
839,Sparkle Specialist,It's time to shine!,EPIC,sparkle-specialist,sparkle-specialist,sparkle-specialist,2,56,null,null,0,0.00,null,null,Fortnite Fever Set,OUTFIT,RELEASED
840,Sparkler,So Sparkly!,UNCOMMON,sparkler,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
841,Special Delivery,Keep the change.,EPIC,special-delivery,null,null,0,0,TomatoHead,null,0,0.00,null,null,Pizza Pit Set,BACKBLING,RELEASED
842,Special Forces,Rare Special Forces Outfit.,RARE,special-forces,special-forces,special-forces,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
843,Spectral Axe,What color is it?,RARE,spectral-axe,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
844,Spectral Essence,Remnants from the other side.,RARE,spectral-essence,null,null,6,83,null,null,0,0.00,null,null,Western Wilds Set,CONTRAIL,RELEASED
845,Spectre,They'll never see it coming.,RARE,spectre,null,null,0,0,null,null,800,0.00,null,null,Stealth Syndicate Set,HARVESTINGTOOL,RELEASED
846,Spellbinder,Arcane apparel.,EPIC,spellbinder,null,null,0,0,Castor,null,0,0.00,null,null,Arcane Arts Set,BACKBLING,RELEASED
847,Spellslinger,Ancient and gnarled.,RARE,spellslinger,null,null,0,0,null,null,800,0.00,null,null,Arcane Arts Set,HARVESTINGTOOL,RELEASED
848,Spider Knight,They'll fall into your web.,LEGENDARY,spider-knight,null,spider-knight,0,0,null,null,2000,0.00,null,null,Arachnid Set,OUTFIT,RELEASED
849,Spider Shield,Spun from endless strands.,LEGENDARY,spider-shield,null,null,0,0,Spider Knight,null,0,0.00,null,null,Arachnid Set,BACKBLING,RELEASED
850,Spiderweb,Leave your mark.,UNCOMMON,spiderweb,null,null,6,2,null,null,0,0.00,null,null,null,SPRAY,RELEASED
851,Spike,Throw it on the ground.,EPIC,spike,null,spike,0,0,null,null,1500,0.00,null,Nation Football League Team Style,Fourth Down,OUTFIT,RELEASED
852,Spiky,It's a pickaxe with spikes. What's not to like?,RARE,spiky,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
853,Spirit,It's a hoot.,EPIC,spirit,null,null,0,0,null,null,1200,0.00,null,null,Muertos Set,GLIDER,RELEASED
854,Spirit Cape,Find your spirit.,EPIC,spirit-cape,null,null,0,0,Dante,null,0,0.00,null,null,Muertos Set,BACKBLING,RELEASED
855,Splashdown,Make waves.,EPIC,splashdown,null,null,5,79,null,null,0,0.00,null,null,Rescue Patrol Set,GLIDER,RELEASED
856,Split Wing,Snap into action.,EPIC,split-wing,null,null,0,0,null,null,1200,0.00,null,null,Overseer Set,GLIDER,RELEASED
857,Spooky Team Leader,Find delight in fright.,EPIC,spooky-team-leader,null,spooky-team-leader,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
858,Spray Paint,Freefall in style.,RARE,spray-paint,null,null,4,36,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
859,Squad Leader,Concept art,UNCOMMON,squad-leader,squad-leader,null,4,28,null,null,0,0.00,null,null,Advanced Forces Set,LOADINGSCREEN,RELEASED
860,Squad Leader,"First in, last out.",EPIC,squad-leader,squad-leader,null,4,87,null,null,0,0.00,null,null,Advanced Forces Set,OUTFIT,RELEASED
861,Squat Kick,Don't skip leg day,EPIC,squat-kick,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
862,Squeaky Clean,Press play and floss like a boss,,squeaky-clean,null,null,6,13,null,null,0,0.00,null,null,null,MUSIC,RELEASED
863,Squire Shield,A trusty shield.,RARE,squire-shield,null,null,0,0,Blue Squire,null,0,0.00,null,null,Fort Knights Set,BACKBLING,RELEASED
864,Stabilizer,Stay in control.,LEGENDARY,stabilizer,null,null,0,0,Criterion,null,0,0.00,null,null,Criterion Set,BACKBLING,RELEASED
865,Stage Dive,Dive into the crowd.,RARE,stage-dive,null,null,0,0,null,null,800,0.00,null,null,Volume 11 Set,GLIDER,RELEASED
866,Stage Slayer,Crank it up!,EPIC,stage-slayer,null,stage-slayer,0,0,null,null,1500,0.00,null,null,Garage Band,OUTFIT,RELEASED
867,Stalwart Sweeper,Represent your country in style!,RARE,stalwart-sweeper,stalwart-sweeper,stalwart-sweeper,0,0,null,null,1200,0.00,null,null,Goalbound Set,OUTFIT,RELEASED
868,Standard Issue,Prepared for anything.,RARE,standard-issue,null,null,4,10,null,null,0,0.00,null,null,Advanced Forces Set,BACKBLING,RELEASED
869,Star Power,No autographs please.,EPIC,star-power,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
870,Star-Spanged Trooper,Salute your stripes,UNCOMMON,star-spangled-trooper,star-spangled-trooper,star-spangled-trooper,0,0,null,null,800,0.00,null,null,Stars and Striped Set,OUTFIT,RELEASED
871,Star-Spangled Ranger,Make'em see stars.,UNCOMMON,star-spangled-ranger,star-spangled-ranger,star-spangled-ranger,0,0,null,null,800,0.00,null,null,Stars and Striped Set,OUTFIT,RELEASED
872,Starry Flight,A masterpiece of flight.,RARE,starry-flight,null,null,0,0,null,null,800,0.00,null,null,Jailbird Set,GLIDER,RELEASED
873,Steadfast,Battle-tested.,UNCOMMON,steadfast,null,null,0,0,null,null,0,0.00,null,null,null,GLIDER,UNRELEASED
874,Stealth,Shh.,UNCOMMON,stealth,null,null,0,0,null,null,500,0.00,null,null,Stealth Syndicate Set,GLIDER,RELEASED
875,Stealthy,Express yourself on the battlefield.,UNCOMMON,stealthy,null,null,2,57,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
876,Steelcast,Precision welded.,EPIC,steelcast,null,null,0,0,Steelsight,null,0,0.00,null,null,null,BACKBLING,RELEASED
877,Steelsight,Victory demands nerves of steel.,EPIC,steelsight,steelsight,steelsight,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
878,Step It Up,Do a little jig.,RARE,step-it-up,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
879,Stinky,Express yourself on the battlefield.,UNCOMMON,stinky,null,null,5,92,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
880,Stop,Express yourself on the battlefield.,UNCOMMON,stop,null,null,5,37,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
881,Stop Axe,Never stop axin',RARE,stop-axe,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
882,Storm Salutation,Respect the storm.,UNCOMMON,storm-salutation,null,null,0,0,null,null,0,0.00,null,null,null,DANCE,UNRELEASED
883,Storm Sigil,From the Emerald Isle to the eye of the storm.,UNCOMMON,storm-sigil,null,null,0,0,null,null,500,0.00,null,null,Laoch Set,GLIDER,RELEASED
884,Straw Ops,The harvest grows near.,EPIC,straw-ops,null,straw-ops,0,0,null,null,1500,0.00,null,null,Straw Stuffed Set,OUTFIT,RELEASED
885,Strawberry Paws,Leave your mark.,UNCOMMON,strawberry-paws,null,null,5,22,null,null,0,0.00,null,null,null,SPRAY,RELEASED
886,String Lights,Festive falling.,RARE,string-lights,null,null,7,21,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
887,Strong Guard,Protect the blind side.,EPIC,strong-guard,null,strong-guard,0,0,null,null,1500,0.00,null,Nation Football League Team Style,Fourth Down,OUTFIT,RELEASED
888,Strongbox,Get crackin'.,EPIC,strongbox,null,null,0,0,Scoundrel,null,0,0.00,null,null,Jailbird Set,BACKBLING,RELEASED
889,Studded Axe,Edgy.,RARE,studded-axe,null,null,0,0,null,null,800,0.00,null,null,Sharp Style Set,HARVESTINGTOOL,RELEASED
890,Sub Commander,Show 'em how it's done.,EPIC,sub-commander,sub-commander,null,0,0,null,Twitch Prime,0,0.00,null,null,null,OUTFIT,RELEASED
891,Subjugator,Quell the competition.,LEGENDARY,subjugator,null,null,0,0,Enforcer,null,0,0.00,null,null,null,BACKBLING,RELEASED
892,Sugar Crash,Don't crash!,RARE,sugar-crash,null,null,4,15,null,null,0,0.00,null,null,Sweet Tooth Set,GLIDER,RELEASED
893,Suited Up,Luck of the draw,UNCOMMON,suited-up,null,null,0,0,null,null,0,0.00,High Stakes Challenges,null,Getaway Gang Set,SPRAY,RELEASED
894,Sun Strider,Concept art,UNCOMMON,sun-strider,sun-strider,null,5,34,null,null,0,0.00,null,null,Rescue Patrol Set,LOADINGSCREEN,RELEASED
895,Sun Strider,It's all fun in the sun.,EPIC,sun-strider,null,null,5,47,null,null,0,0.00,null,null,Rescue Patrol Set,OUTFIT,RELEASED
896,Sun Tan Specialist,Don't get burned.,EPIC,sun-tan-specialist,sun-tan-specialist,sun-tan-specialist,0,0,null,null,1500,0.00,null,null,Rescue Patrol Set,OUTFIT,RELEASED
897,Super Striker,Represent your country in style!,RARE,super-striker,super-striker,super-striker,0,0,null,null,1200,0.00,null,null,Goalbound Set,OUTFIT,RELEASED
898,Supply Drop,Concept art,UNCOMMON,supply-drop,supply-drop,null,4,30,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
899,Supply Llama,Showcase art for Supply Llama,UNCOMMON,supply-llama,supply-llama,null,6,50,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
900,Support Squadron,Showcase art for Support Squadron Set,UNCOMMON,support-squadron,support-squadron,null,7,65,null,null,0,0.00,null,null,Support Squadron Set,LOADINGSCREEN,RELEASED
901,Suppressed Pistol,Concept art,UNCOMMON,suppressed-pistol,supressed-pistol,null,3,6,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
902,Survival Specialist,Rare Survival Specialist outfit.,RARE,survival-specialist,survival-specialist,survival-specialist,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
903,Sushi,Leave your mark.,UNCOMMON,sushi,null,null,5,6,null,null,0,0.00,null,null,null,SPRAY,RELEASED
904,Sushi Master,Roll out!,RARE,sushi-master,sushi-master,sushi-master,0,0,null,null,1200,0.00,null,null,Sushi Set,OUTFIT,RELEASED
905,Swag Bag,Take the money and run.,EPIC,swag-bag,null,null,0,0,The Ace,Fortnite Starter Pack 3,0,0.00,null,null,Getaway Gang Set,BACKBLING,RELEASED
906,Swarm,Glide on the dark wings of the nite.,EPIC,swarm,null,null,6,79,null,null,0,0.00,null,null,Nite Coven Set,GLIDER,RELEASED
907,Swipe It,Swipe it over and over again,RARE,swipe-it,null,null,5,63,null,null,0,0.00,null,null,null,DANCE,RELEASED
908,Swirls,Give it whirl.,RARE,swirls,null,null,7,85,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
909,Synth Star,Ride a new wave to victory.,EPIC,synth-star,null,synth-star,0,0,null,null,1500,0.00,null,null,Garage Band,OUTFIT,RELEASED
910,Tactical Shotgun,Concept art,UNCOMMON,tactical-shotgun,tactical-shotgun,null,3,28,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
911,Tactical Sleigh,No chimney is safe.,RARE,tactical-sleigh,null,null,7,15,null,null,0,0.00,null,null,Sgt. Winter Set,GLIDER,RELEASED
912,Tactical Spade,Designed for survival.,UNCOMMON,tactical-spade,null,null,0,0,null,null,500,0.00,null,null,Black Vector Set,HARVESTINGTOOL,RELEASED
913,Tactics Officer,Ready for action.,UNCOMMON,tactics-officer,tactics-officer,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
